StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1_1,C1_2,C1_3,C1_4,C1_5,AnchoredMaxDiff7,C2_1,C2_2,C2_3,C2_4,C2_5,AnchoredMaxDiff8,C3_1,C3_2,C3_3,C3_4,C3_5,AnchoredMaxDiff9,C4_1,C4_2,C4_3,C4_4,C4_5,AnchoredMaxDiff10,C5_1,C5_2,C5_3,C5_4,C5_5,AnchoredMaxDiff11,C6_1,C6_2,C6_3,C6_4,C6_5,AnchoredMaxDiff12,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,vers_MAXDIFF,1.1_MAXDIFF,1.2_MAXDIFF,1.3_MAXDIFF,1.4_MAXDIFF,1.5_MAXDIFF,2.1_MAXDIFF,2.2_MAXDIFF,2.3_MAXDIFF,2.4_MAXDIFF,2.5_MAXDIFF,3.1_MAXDIFF,3.2_MAXDIFF,3.3_MAXDIFF,3.4_MAXDIFF,3.5_MAXDIFF,4.1_MAXDIFF,4.2_MAXDIFF,4.3_MAXDIFF,4.4_MAXDIFF,4.5_MAXDIFF,5.1_MAXDIFF,5.2_MAXDIFF,5.3_MAXDIFF,5.4_MAXDIFF,5.5_MAXDIFF,6.1_MAXDIFF,6.2_MAXDIFF,6.3_MAXDIFF,6.4_MAXDIFF,6.5_MAXDIFF,revision_MAXDIFF,Q_DataPolicyViolations
2025-08-24 17:01:52,2025-08-24 17:01:53,2,,100,1,1,2025-08-24 17:01:53,R_1RfjJ0BRR0BYAUS,,,,,,,test,,1,,,,2,3,1,,,2,,2,,,1,2,,2,1,,,2,,1,,2,,1,,3,,,2,1,,1,,,,1,2,,2,1,,2,125,Cat,Dog,Lizard,Hamster,Bird,Turtle,Lizard,Guinea pig,Bird,Horse,Horse,Cat,Hamster,Rabbit,Lizard,Lizard,Horse,Dog,Turtle,Cat,Rabbit,Fish,Bird,Guinea pig,Turtle,Fish,Guinea pig,Turtle,Dog,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:53,2025-08-24 17:01:53,2,,100,0,1,2025-08-24 17:01:53,R_2a95XdtNmczVhm6,,,,,,,test,,,1,,2,,2,,1,,2,,1,2,,,,1,1,,2,,1,,2,,,,1,2,2,2,,,1,,1,,,,1,1,,1,1,,1,126,Bird,Guinea pig,Fish,Hamster,Turtle,Lizard,Horse,Hamster,Bird,Cat,Fish,Rabbit,Cat,Guinea pig,Dog,Cat,Lizard,Rabbit,Dog,Hamster,Hamster,Turtle,Horse,Fish,Guinea pig,Turtle,Dog,Bird,Horse,Rabbit,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:53,2025-08-24 17:01:54,2,,100,1,1,2025-08-24 17:01:54,R_4YrM7JMQNZLKCMK,,,,,,,test,,1,,,2,,1,,,,1,2,2,,2,1,,,2,,,1,2,,1,2,,,,1,2,1,,2,,,3,,,,2,1,,2,2,,1,127,Hamster,Lizard,Rabbit,Turtle,Horse,Rabbit,Bird,Guinea pig,Fish,Lizard,Fish,Horse,Hamster,Cat,Guinea pig,Cat,Guinea pig,Dog,Hamster,Rabbit,Turtle,Cat,Horse,Dog,Bird,Bird,Turtle,Cat,Lizard,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:54,2025-08-24 17:01:54,2,,100,0,1,2025-08-24 17:01:54,R_0llfQg0OsWrZCGW,,,,,,,test,,,2,,1,,3,1,,,,2,1,2,,,1,,2,,1,,,2,1,2,,,,1,1,,,2,1,,3,,,,1,1,,1,1,,2,128,Bird,Hamster,Lizard,Fish,Cat,Cat,Bird,Horse,Lizard,Turtle,Horse,Dog,Turtle,Bird,Lizard,Fish,Guinea pig,Rabbit,Turtle,Horse,Turtle,Lizard,Guinea pig,Rabbit,Dog,Hamster,Horse,Fish,Guinea pig,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:54,2025-08-24 17:01:55,2,,100,1,1,2025-08-24 17:01:55,R_emnGrcnatfODPXE,,,,,,,test,,2,,,1,,2,1,2,,,,2,1,,2,,,2,,,,1,2,3,,,1,2,,1,2,,1,,,1,,,,1,2,,1,2,,1,129,Guinea pig,Cat,Dog,Fish,Turtle,Hamster,Lizard,Guinea pig,Bird,Cat,Turtle,Rabbit,Bird,Guinea pig,Dog,Horse,Dog,Rabbit,Hamster,Guinea pig,Fish,Turtle,Horse,Cat,Lizard,Rabbit,Hamster,Fish,Horse,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:55,2025-08-24 17:01:55,2,,100,0,1,2025-08-24 17:01:55,R_1MmW6TBAyLDbimO,,,,,,,test,,1,,2,,,2,2,1,,,,1,1,,,,2,1,2,,,,1,2,1,,2,,,3,,,1,,2,2,,,,2,1,,2,2,,2,130,Turtle,Horse,Fish,Hamster,Guinea pig,Cat,Rabbit,Dog,Lizard,Bird,Lizard,Fish,Hamster,Bird,Dog,Horse,Guinea pig,Lizard,Fish,Turtle,Rabbit,Turtle,Cat,Horse,Lizard,Guinea pig,Hamster,Rabbit,Cat,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:55,2025-08-24 17:01:55,2,,100,0,1,2025-08-24 17:01:56,R_9BwubgHa7axw2AS,,,,,,,test,,1,2,,,,2,2,,,,1,2,,,2,,1,1,,,1,,2,1,1,,2,,,2,2,,,1,,1,,,,1,1,,1,1,,1,131,Rabbit,Guinea pig,Turtle,Fish,Lizard,Guinea pig,Lizard,Cat,Horse,Dog,Cat,Dog,Lizard,Bird,Turtle,Fish,Cat,Bird,Hamster,Horse,Bird,Fish,Rabbit,Turtle,Hamster,Dog,Hamster,Horse,Rabbit,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:56,2025-08-24 17:01:56,2,,100,0,1,2025-08-24 17:01:56,R_8okwupiKIalTobA,,,,,,,test,,,,1,2,,2,1,,,,2,1,,2,,,1,2,2,1,,,,1,,,1,,2,3,2,,,,1,3,,,,1,1,,2,1,,2,132,Guinea pig,Turtle,Hamster,Fish,Bird,Fish,Rabbit,Cat,Lizard,Horse,Lizard,Dog,Turtle,Guinea pig,Cat,Dog,Fish,Lizard,Turtle,Hamster,Cat,Guinea pig,Bird,Horse,Rabbit,Rabbit,Cat,Dog,Bird,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:56,2025-08-24 17:01:56,2,,100,0,1,2025-08-24 17:01:56,R_3aSjfs1EPAJaCpw,,,,,,,test,,,2,,1,,3,,2,,1,,1,2,,,1,,3,,,2,1,,3,,,,2,1,3,2,1,,,,1,,,,2,1,,2,1,,1,133,Hamster,Guinea pig,Bird,Rabbit,Lizard,Fish,Hamster,Turtle,Cat,Dog,Lizard,Fish,Dog,Horse,Bird,Rabbit,Dog,Fish,Turtle,Horse,Horse,Bird,Guinea pig,Hamster,Fish,Turtle,Rabbit,Cat,Lizard,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:56,2025-08-24 17:01:57,2,,100,1,1,2025-08-24 17:01:57,R_aXKl9Cu6qRb7Wu2,,,,,,,test,,,,,2,1,3,,,2,1,,2,2,1,,,,2,1,,,2,,2,,,,1,2,3,1,,,2,,1,,,,1,2,,2,1,,2,134,Lizard,Fish,Dog,Turtle,Hamster,Horse,Cat,Fish,Bird,Guinea pig,Fish,Guinea pig,Rabbit,Cat,Dog,Rabbit,Turtle,Horse,Hamster,Lizard,Guinea pig,Rabbit,Cat,Horse,Bird,Turtle,Dog,Hamster,Rabbit,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:57,2025-08-24 17:01:57,2,,100,0,1,2025-08-24 17:01:57,R_0220nwFi8HI8AZg,,,,,,,test,,,,1,2,,1,,2,,,1,2,,1,2,,,3,2,,1,,,1,,1,,2,,1,,2,,,1,2,,,,1,1,,2,2,,1,135,Turtle,Dog,Fish,Horse,Rabbit,Bird,Lizard,Turtle,Dog,Horse,Fish,Hamster,Cat,Bird,Guinea pig,Guinea pig,Horse,Rabbit,Fish,Cat,Hamster,Fish,Lizard,Turtle,Dog,Dog,Turtle,Bird,Guinea pig,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:57,2025-08-24 17:01:58,2,,100,1,1,2025-08-24 17:01:58,R_4T8pPGuKdDaokku,,,,,,,test,,,,1,,2,3,2,,1,,,1,,,,1,2,3,,,,1,2,1,,1,2,,,1,,2,,1,,1,,,,2,1,,2,2,,1,136,Cat,Lizard,Hamster,Turtle,Dog,Dog,Turtle,Fish,Rabbit,Horse,Turtle,Guinea pig,Lizard,Fish,Bird,Guinea pig,Dog,Horse,Lizard,Hamster,Rabbit,Cat,Turtle,Bird,Guinea pig,Hamster,Fish,Bird,Horse,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:58,2025-08-24 17:01:58,2,,100,0,1,2025-08-24 17:01:58,R_cwKGFVgSLHWEwpU,,,,,,,test,,,,2,1,,3,2,,,,1,2,2,1,,,,3,2,,,1,,2,2,,,1,,3,,1,,,2,1,,,,2,1,,2,2,,2,137,Horse,Cat,Guinea pig,Hamster,Bird,Fish,Guinea pig,Cat,Dog,Rabbit,Guinea pig,Rabbit,Turtle,Fish,Cat,Dog,Fish,Lizard,Guinea pig,Hamster,Turtle,Hamster,Horse,Bird,Lizard,Rabbit,Turtle,Bird,Lizard,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:58,2025-08-24 17:01:59,2,,100,1,1,2025-08-24 17:01:59,R_bfkpMGS8CRWg61M,,,,,,,test,,,2,,,1,1,,,,1,2,2,,2,,1,,2,,1,,,2,2,,,1,2,,3,,1,2,,,3,,,,1,2,,2,1,,2,138,Dog,Fish,Lizard,Bird,Horse,Hamster,Bird,Turtle,Dog,Guinea pig,Guinea pig,Cat,Fish,Rabbit,Hamster,Bird,Hamster,Guinea pig,Lizard,Rabbit,Rabbit,Lizard,Cat,Guinea pig,Turtle,Horse,Turtle,Hamster,Cat,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:59,2025-08-24 17:01:59,2,,100,0,1,2025-08-24 17:01:59,R_4SWHxfTcNrfijJk,,,,,,,test,,,,1,,2,2,,1,,,2,1,,1,2,,,2,2,1,,,,3,,2,1,,,2,,2,1,,,3,,,,1,1,,1,1,,2,139,Hamster,Bird,Dog,Lizard,Guinea pig,Lizard,Hamster,Bird,Fish,Horse,Rabbit,Fish,Cat,Horse,Turtle,Guinea pig,Cat,Turtle,Rabbit,Bird,Turtle,Horse,Hamster,Dog,Fish,Cat,Turtle,Rabbit,Guinea pig,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:01:59,2025-08-24 17:02:00,2,,100,1,1,2025-08-24 17:02:00,R_9XjMheaMnynFDGm,,,,,,,test,,,,,2,1,1,1,2,,,,1,,1,,,2,2,,2,,1,,3,2,1,,,,1,,1,,,2,1,,,,2,1,,1,2,,1,140,Cat,Fish,Bird,Turtle,Guinea pig,Horse,Bird,Lizard,Guinea pig,Dog,Turtle,Rabbit,Dog,Lizard,Bird,Guinea pig,Turtle,Cat,Horse,Fish,Dog,Guinea pig,Hamster,Cat,Horse,Lizard,Dog,Fish,Hamster,Turtle,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:00,2025-08-24 17:02:00,2,,100,0,1,2025-08-24 17:02:00,R_0TXMXfuxqhX5PX8,,,,,,,test,,,1,,,2,1,1,,,,2,1,,,,1,2,1,,2,1,,,3,2,,,1,,2,,,,2,1,3,,,,1,2,,2,1,,1,141,Dog,Horse,Guinea pig,Hamster,Lizard,Hamster,Bird,Fish,Turtle,Cat,Bird,Turtle,Hamster,Rabbit,Fish,Rabbit,Guinea pig,Dog,Cat,Horse,Lizard,Cat,Horse,Bird,Turtle,Horse,Dog,Rabbit,Fish,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:00,2025-08-24 17:02:01,2,,100,1,1,2025-08-24 17:02:01,R_ddjdUw06rsFiCvI,,,,,,,test,,,,,2,1,3,,,,1,2,2,1,,2,,,3,,1,,,2,2,2,1,,,,1,2,,,1,,3,,,,2,1,,2,2,,2,142,Bird,Rabbit,Fish,Lizard,Hamster,Cat,Lizard,Turtle,Guinea pig,Fish,Hamster,Dog,Guinea pig,Horse,Bird,Horse,Turtle,Lizard,Hamster,Rabbit,Guinea pig,Cat,Dog,Bird,Horse,Fish,Bird,Cat,Rabbit,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:01,2025-08-24 17:02:01,2,,100,0,1,2025-08-24 17:02:01,R_1M5VXZnQONA5xzg,,,,,,,test,,,1,2,,,2,,,2,1,,1,,,,1,2,3,1,,,,2,3,,2,1,,,3,,2,,,1,3,,,,2,1,,2,2,,1,143,Guinea pig,Cat,Rabbit,Fish,Hamster,Dog,Horse,Bird,Hamster,Rabbit,Bird,Hamster,Dog,Rabbit,Lizard,Turtle,Fish,Cat,Horse,Dog,Fish,Guinea pig,Hamster,Lizard,Turtle,Horse,Dog,Lizard,Turtle,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:01,2025-08-24 17:02:02,2,,100,1,1,2025-08-24 17:02:02,R_06xXDn2wIRFi9cq,,,,,,,test,,,1,2,,,1,,1,,2,,3,1,,,,2,3,1,,2,,,3,2,,,1,,1,,2,1,,,1,,,,2,1,,2,1,,1,144,Horse,Fish,Cat,Guinea pig,Turtle,Lizard,Guinea pig,Horse,Turtle,Fish,Hamster,Rabbit,Guinea pig,Dog,Cat,Bird,Horse,Hamster,Cat,Dog,Turtle,Bird,Fish,Lizard,Hamster,Fish,Lizard,Dog,Rabbit,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:02,2025-08-24 17:02:02,2,,100,0,1,2025-08-24 17:02:02,R_bQPWQ2Glpz9JqPY,,,,,,,test,,1,,,,2,1,1,2,,,,3,2,1,,,,3,2,1,,,,2,1,,,,2,3,1,,,2,,3,,,,2,2,,2,2,,2,145,Cat,Horse,Rabbit,Turtle,Fish,Lizard,Cat,Hamster,Rabbit,Turtle,Turtle,Fish,Bird,Hamster,Lizard,Dog,Bird,Cat,Guinea pig,Horse,Horse,Rabbit,Fish,Lizard,Dog,Bird,Guinea pig,Lizard,Dog,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:02,2025-08-24 17:02:02,2,,100,0,1,2025-08-24 17:02:03,R_d0FiT2nF5bl4MWG,,,,,,,test,,2,,,1,,2,2,,,,1,2,1,,,,2,1,1,2,,,,1,,1,,2,,2,2,,1,,,3,,,,2,2,,1,1,,2,146,Turtle,Dog,Bird,Horse,Rabbit,Horse,Bird,Hamster,Fish,Turtle,Cat,Turtle,Dog,Hamster,Lizard,Lizard,Cat,Guinea pig,Bird,Fish,Hamster,Horse,Rabbit,Guinea pig,Cat,Dog,Rabbit,Fish,Lizard,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:03,2025-08-24 17:02:03,2,,100,0,1,2025-08-24 17:02:03,R_9HL00cAqisuLcAS,,,,,,,test,,,2,,,1,3,2,,,1,,1,,2,,1,,2,1,,,2,,2,,1,2,,,3,,,2,1,,1,,,,1,2,,1,2,,1,147,Lizard,Rabbit,Hamster,Dog,Cat,Horse,Lizard,Bird,Turtle,Guinea pig,Guinea pig,Turtle,Horse,Fish,Bird,Fish,Dog,Lizard,Cat,Hamster,Cat,Bird,Fish,Horse,Dog,Dog,Hamster,Rabbit,Lizard,Turtle,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:03,2025-08-24 17:02:03,2,,100,0,1,2025-08-24 17:02:04,R_6txSTl4U0VROyma,,,,,,,test,,,1,,,2,1,,2,,1,,2,,2,,1,,3,,,2,,1,1,,1,,2,,2,2,,,,1,2,,,,1,1,,1,2,,2,148,Horse,Rabbit,Guinea pig,Cat,Dog,Hamster,Fish,Bird,Horse,Guinea pig,Bird,Horse,Fish,Guinea pig,Rabbit,Lizard,Bird,Dog,Hamster,Turtle,Rabbit,Dog,Lizard,Turtle,Bird,Cat,Hamster,Horse,Lizard,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:04,2025-08-24 17:02:04,2,,100,0,1,2025-08-24 17:02:04,R_b8ZWsFy4wuqLlwa,,,,,,,test,,1,,2,,,2,1,,,2,,1,,2,,,1,3,,2,,1,,3,1,,,2,,1,,1,,2,,1,,,,2,2,,1,2,,1,149,Rabbit,Hamster,Cat,Lizard,Fish,Hamster,Cat,Rabbit,Fish,Turtle,Bird,Horse,Turtle,Hamster,Cat,Dog,Rabbit,Bird,Turtle,Horse,Turtle,Dog,Guinea pig,Bird,Lizard,Lizard,Bird,Dog,Rabbit,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:04,2025-08-24 17:02:04,2,,100,0,1,2025-08-24 17:02:04,R_9Ty9fm83Vivp6Em,,,,,,,test,,,2,,,1,2,,2,,1,,3,,1,2,,,3,2,,,1,,2,,,1,2,,2,,,,2,1,2,,,,2,1,,2,1,,2,150,Hamster,Bird,Guinea pig,Rabbit,Cat,Fish,Lizard,Cat,Guinea pig,Hamster,Cat,Dog,Fish,Hamster,Turtle,Horse,Cat,Bird,Lizard,Fish,Lizard,Hamster,Horse,Turtle,Bird,Bird,Rabbit,Dog,Horse,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:04,2025-08-24 17:02:05,2,,100,1,1,2025-08-24 17:02:05,R_0IlnSI3mv3852Em,,,,,,,test,,,1,,,2,2,,2,1,,,3,1,2,,,,3,,2,,,1,3,,1,,,2,3,,2,,1,,3,,,,2,2,,2,2,,1,151,Lizard,Dog,Bird,Guinea pig,Fish,Turtle,Guinea pig,Dog,Hamster,Horse,Cat,Horse,Fish,Rabbit,Lizard,Bird,Fish,Turtle,Dog,Hamster,Dog,Cat,Rabbit,Turtle,Guinea pig,Rabbit,Lizard,Horse,Cat,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:05,2025-08-24 17:02:05,2,,100,0,1,2025-08-24 17:02:05,R_7U2G3pXzUgwFbFQ,,,,,,,test,,2,,1,,,1,1,,,2,,3,,,2,1,,1,,2,,,1,3,2,1,,,,1,,1,,2,,3,,,,2,1,,2,2,,2,152,Rabbit,Hamster,Lizard,Dog,Turtle,Guinea pig,Dog,Rabbit,Lizard,Hamster,Horse,Guinea pig,Fish,Cat,Bird,Bird,Lizard,Turtle,Fish,Cat,Lizard,Horse,Guinea pig,Bird,Fish,Cat,Bird,Hamster,Turtle,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:05,2025-08-24 17:02:06,2,,100,1,1,2025-08-24 17:02:06,R_1FGYmmrIyryQiUe,,,,,,,test,,,,1,,2,3,,1,,,2,2,,,2,1,,1,1,,2,,,3,,,,1,2,2,,2,1,,,2,,,,1,1,,1,1,,2,153,Fish,Horse,Guinea pig,Hamster,Bird,Dog,Guinea pig,Horse,Fish,Lizard,Lizard,Bird,Hamster,Turtle,Rabbit,Horse,Hamster,Rabbit,Bird,Cat,Turtle,Fish,Dog,Cat,Guinea pig,Rabbit,Cat,Lizard,Horse,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:06,2025-08-24 17:02:06,2,,100,0,1,2025-08-24 17:02:06,R_3VlajA7RNkEjKaW,,,,,,,test,,1,2,,,,2,,2,,,1,2,1,2,,,,1,2,1,,,,1,,2,1,,,3,,2,1,,,2,,,,2,2,,1,1,,1,154,Dog,Hamster,Guinea pig,Horse,Turtle,Hamster,Turtle,Dog,Cat,Rabbit,Turtle,Rabbit,Lizard,Fish,Horse,Rabbit,Cat,Bird,Turtle,Lizard,Guinea pig,Horse,Fish,Lizard,Dog,Bird,Guinea pig,Hamster,Dog,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:06,2025-08-24 17:02:07,2,,100,1,1,2025-08-24 17:02:07,R_e50ulFfldgOWjps,,,,,,,test,,,,2,1,,2,2,,,,1,2,2,,,1,,2,,,,2,1,3,2,,,1,,3,,,1,,2,3,,,,1,2,,1,2,,1,155,Lizard,Fish,Rabbit,Horse,Turtle,Bird,Dog,Horse,Turtle,Cat,Horse,Rabbit,Hamster,Lizard,Bird,Cat,Horse,Bird,Guinea pig,Fish,Guinea pig,Turtle,Lizard,Hamster,Dog,Dog,Guinea pig,Fish,Cat,Rabbit,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:07,2025-08-24 17:02:07,2,,100,0,1,2025-08-24 17:02:07,R_e2rP9dzmQ9vaXcO,,,,,,,test,,1,,2,,,3,1,,2,,,3,1,,,,2,1,,2,,1,,3,,,,1,2,1,2,,,1,,1,,,,1,1,,2,1,,2,156,Guinea pig,Fish,Lizard,Hamster,Rabbit,Rabbit,Lizard,Cat,Dog,Bird,Fish,Dog,Horse,Turtle,Cat,Horse,Guinea pig,Turtle,Fish,Hamster,Cat,Turtle,Dog,Rabbit,Guinea pig,Bird,Hamster,Rabbit,Lizard,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:07,2025-08-24 17:02:08,2,,100,1,1,2025-08-24 17:02:08,R_eo1KQbfnmu895RA,,,,,,,test,,1,,,2,,2,,,,1,2,2,2,1,,,,3,,,,2,1,2,1,,,2,,3,1,,,,2,3,,,,1,2,,2,2,,1,157,Bird,Turtle,Fish,Rabbit,Hamster,Dog,Guinea pig,Cat,Horse,Lizard,Turtle,Fish,Hamster,Guinea pig,Horse,Rabbit,Dog,Bird,Hamster,Fish,Lizard,Rabbit,Horse,Dog,Turtle,Cat,Bird,Lizard,Turtle,Rabbit,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:08,2025-08-24 17:02:08,2,,100,0,1,2025-08-24 17:02:08,R_bltrJFMhRGag2IS,,,,,,,test,,,1,,,2,3,1,,2,,,1,,2,,,1,3,,,,1,2,3,,1,,2,,1,2,,,1,,2,,,,2,2,,2,2,,2,158,Bird,Dog,Rabbit,Guinea pig,Turtle,Hamster,Lizard,Bird,Rabbit,Fish,Cat,Horse,Turtle,Fish,Rabbit,Lizard,Guinea pig,Horse,Dog,Hamster,Fish,Turtle,Dog,Hamster,Bird,Rabbit,Hamster,Lizard,Cat,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:08,2025-08-24 17:02:08,2,,100,0,1,2025-08-24 17:02:09,R_9pBvMk9yt5V96v4,,,,,,,test,,2,,,1,,3,1,,,,2,3,1,,,,2,1,2,,,1,,3,,1,,2,,1,,,1,2,,3,,,,1,2,,1,2,,1,159,Dog,Bird,Rabbit,Lizard,Fish,Lizard,Rabbit,Fish,Hamster,Guinea pig,Rabbit,Dog,Hamster,Turtle,Horse,Turtle,Guinea pig,Bird,Cat,Lizard,Bird,Horse,Cat,Guinea pig,Rabbit,Hamster,Fish,Horse,Dog,Turtle,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:09,2025-08-24 17:02:09,2,,100,0,1,2025-08-24 17:02:09,R_bCmGyQVPPrE0L5Q,,,,,,,test,,2,,1,,,3,,,,1,2,2,1,2,,,,3,,,2,1,,1,,2,1,,,3,,2,1,,,3,,,,1,1,,1,2,,1,160,Horse,Rabbit,Hamster,Lizard,Turtle,Dog,Lizard,Rabbit,Turtle,Bird,Fish,Hamster,Guinea pig,Horse,Dog,Turtle,Guinea pig,Cat,Bird,Rabbit,Guinea pig,Cat,Bird,Fish,Hamster,Cat,Bird,Lizard,Dog,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:09,2025-08-24 17:02:09,2,,100,0,1,2025-08-24 17:02:10,R_ePNyvvVcKJRoiZ8,,,,,,,test,,,,,2,1,2,,,1,,2,3,,,1,,2,3,2,,,1,,1,,,1,2,,3,,1,,2,,3,,,,1,2,,1,2,,2,161,Horse,Bird,Fish,Turtle,Hamster,Fish,Lizard,Hamster,Rabbit,Cat,Bird,Cat,Dog,Lizard,Rabbit,Guinea pig,Turtle,Bird,Dog,Lizard,Turtle,Horse,Rabbit,Cat,Guinea pig,Rabbit,Hamster,Guinea pig,Fish,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
